project_id,project_type,project_location,total_area_sqft,num_floors,construction_type,foundation_type,material_quality_index,labor_cost_index,material_cost_index,inflation_rate,equipment_cost,contractor_experience_years,avg_temperature,rainfall_index,weather_delay_days,complexity_score,risk_index,resource_utilization_rate,total_project_cost,cost_category
1179,Residential,Rural,16358,12,Steel,Raft,0.955,1.088,1.569,4.12,179985,19,18.02,0.595,12,0.74,0.56,0.738,24865214,High
1180,Residential,Rural,16432,9,Hybrid,Pile,0.988,1.934,1.579,4.59,146577,26,25.42,0.006,18,0.566,0.575,0.914,40666908,High
1181,Industrial,Semi-Urban,8192,2,Steel,Raft,0.614,1.682,1.802,3.82,198890,29,28.95,0.905,27,0.866,0.883,0.874,17061738,Medium
1182,Commercial,Semi-Urban,6898,1,RCC,Raft,0.596,1.568,1.695,5.29,151486,7,22.8,0.983,37,0.657,0.12,0.786,8558603,Low
1183,Residential,Semi-Urban,7752,7,RCC,Pile,0.838,1.694,1.025,8.92,77927,13,25.49,0.661,52,0.817,0.223,0.686,11735316,Medium
1184,Residential,Urban,12221,6,Hybrid,Pile,0.707,0.891,1.135,3.97,160383,28,33.99,0.728,55,0.879,0.254,0.833,17041498,Medium
1185,Residential,Semi-Urban,18439,12,Hybrid,Pile,0.512,0.881,1.041,7.99,39677,2,21.18,0.134,8,0.857,0.157,0.916,16790247,Medium
1186,Industrial,Urban,12325,3,Hybrid,Pile,0.673,0.984,1.979,6.91,64590,27,15.85,0.766,55,0.522,0.668,0.752,29478544,High
1187,Industrial,Rural,4687,1,Steel,Pile,0.903,0.977,1.699,3.09,40442,8,21.42,0.099,45,0.495,0.307,0.707,8887272,Low
1188,Commercial,Rural,536,12,RCC,Pile,0.899,1.305,1.531,8.67,139396,6,38.04,0.89,16,0.895,0.619,0.571,1215120,Low
1189,Industrial,Semi-Urban,18671,5,RCC,Pile,0.747,0.989,2.157,8.83,32423,28,15.45,0.505,6,0.314,0.804,0.948,35147034,High
1190,Residential,Rural,6783,10,RCC,Raft,0.736,1.825,1.354,8.55,101070,11,18.22,0.141,7,0.424,0.468,0.634,8003526,Low
1191,Commercial,Rural,15702,14,Hybrid,Strip,0.79,1.494,1.766,6.01,199223,28,16.63,0.089,36,0.297,0.792,0.562,25848727,High
1192,Residential,Rural,8560,4,Hybrid,Raft,0.61,1.242,0.926,4.32,17057,9,24.42,0.44,51,0.234,0.8,0.533,7162553,Low
1193,Residential,Rural,8565,5,Steel,Pile,0.763,0.884,2.065,5.35,66397,8,31.19,0.005,54,0.693,0.337,0.875,12832614,Medium
1194,Industrial,Urban,4380,1,Hybrid,Strip,0.506,1.509,1.982,6.69,49601,20,37.76,0.961,11,0.921,0.114,0.837,7479811,Low
1195,Commercial,Urban,6432,1,RCC,Strip,0.738,0.94,2.164,5.27,179411,24,34.85,0.171,53,0.304,0.193,0.56,8191059,Low
1196,Industrial,Semi-Urban,8828,5,Steel,Pile,0.668,1.692,2.304,7.25,25887,20,21.27,0.42,27,0.837,0.841,0.765,26541420,High
1197,Industrial,Semi-Urban,6833,6,Hybrid,Pile,0.837,1.763,2.089,7.77,137599,27,30.87,0.607,1,0.503,0.465,0.576,22358562,High
1198,Commercial,Semi-Urban,14370,5,Hybrid,Raft,0.819,1.453,2.236,4.26,100925,15,31.6,0.675,47,0.695,0.855,0.692,39336530,High
1199,Residential,Rural,11768,2,RCC,Strip,0.69,0.98,1.388,5.43,22069,21,17.26,0.565,27,0.811,0.593,0.891,9127608,Low
1200,Residential,Rural,5567,9,Steel,Strip,0.504,1.744,1.384,8.75,21348,27,25.68,0.179,24,0.768,0.278,0.614,4729365,Low
1201,Commercial,Urban,16116,5,Hybrid,Pile,0.626,1.169,2.405,4.5,168071,26,22.78,0.472,26,0.309,0.741,0.514,36718485,High
1202,Residential,Urban,12575,11,Hybrid,Pile,0.817,1.067,2.355,5.08,26593,11,18.93,0.323,34,0.292,0.602,0.597,28525125,High
1203,Commercial,Semi-Urban,17545,11,Steel,Strip,0.536,1.365,1.732,3.21,101197,15,16.47,0.089,14,0.939,0.417,0.7,21509276,Medium
1204,Commercial,Urban,8473,5,Steel,Strip,0.554,1.907,1.423,4.99,132936,23,15.68,0.388,48,0.264,0.179,0.621,9890909,Low
1205,Industrial,Urban,10502,10,Hybrid,Pile,0.824,1.157,2.272,5.23,17428,22,36.47,0.609,47,0.375,0.192,0.861,30542372,High
1206,Commercial,Urban,8387,9,Hybrid,Pile,0.878,1.887,1.35,3.6,33389,5,23.27,0.102,59,0.551,0.27,0.895,23767825,High
1207,Industrial,Urban,914,3,RCC,Pile,0.661,0.864,1.061,3.01,136976,16,27.33,0.165,34,0.857,0.706,0.62,1522583,Low
1208,Residential,Urban,7350,5,Steel,Raft,0.745,0.9,1.887,6.45,149723,2,22.29,0.086,46,0.682,0.755,0.634,12124418,Medium
1209,Residential,Semi-Urban,3229,13,Hybrid,Raft,0.973,1.638,0.872,4.81,96962,15,19.15,0.001,32,0.657,0.668,0.78,5915505,Low
1210,Residential,Semi-Urban,12429,12,Hybrid,Pile,0.973,1.029,1.444,3.11,48586,5,21.53,0.936,43,0.754,0.404,0.876,24995544,High
1211,Residential,Urban,15488,5,Hybrid,Raft,0.654,1.18,2.173,8.16,6294,15,19.25,0.838,41,0.842,0.496,0.98,28305972,High
1212,Industrial,Semi-Urban,4397,2,Hybrid,Strip,0.905,0.964,1.302,6.51,114281,26,33.95,0.232,22,0.386,0.739,0.65,7769539,Low
1213,Residential,Rural,2669,11,RCC,Strip,0.797,1.199,2.383,4.03,115654,23,37.69,0.578,26,0.215,0.694,0.956,3070404,Low
1214,Commercial,Urban,14063,4,Steel,Pile,0.988,1.137,2.425,8.19,43705,11,25.86,0.802,37,0.302,0.796,0.591,46156347,High
1215,Commercial,Rural,18762,11,Hybrid,Strip,0.739,1.684,2.187,4.52,112359,29,35.57,0.367,59,0.332,0.317,0.521,32592710,High
1216,Commercial,Semi-Urban,13388,11,Steel,Strip,0.887,1.642,2.479,4.36,163208,6,25.64,0.739,7,0.232,0.104,0.896,28427685,High
1217,Industrial,Semi-Urban,5070,2,Steel,Strip,0.884,1.946,1.702,8.37,121990,6,26.17,0.869,51,0.798,0.34,0.739,14381103,Medium
1218,Residential,Rural,2015,5,Hybrid,Strip,0.749,1.669,1.768,4.08,54930,5,27.13,0.499,37,0.908,0.413,0.538,3384002,Low
1219,Residential,Semi-Urban,17458,10,Hybrid,Strip,0.898,1.634,2.221,8.27,131402,25,35.51,0.888,50,0.769,0.964,0.536,42664779,High
1220,Residential,Urban,13134,13,Hybrid,Raft,0.631,1.633,1.638,7.82,43293,1,38.41,0.21,3,0.351,0.296,0.507,20353724,Medium
1221,Industrial,Rural,19751,12,RCC,Raft,0.561,1.86,1.491,4.86,125521,20,33.61,0.901,53,0.685,0.844,0.653,26573139,High
1222,Commercial,Urban,14298,2,Hybrid,Pile,0.713,1.155,1.845,3.21,45293,7,37.21,0.805,47,0.616,0.66,0.868,33871835,High
1223,Commercial,Rural,4977,10,Steel,Strip,0.972,1.16,1.918,3.5,17375,16,31.07,0.84,4,0.856,0.251,0.833,8737933,Low
1224,Residential,Semi-Urban,16955,14,Steel,Raft,0.75,1.689,2.077,3.66,35064,17,35.98,0.004,15,0.954,0.463,1.0,32850750,High
1225,Commercial,Rural,19864,9,RCC,Raft,0.818,1.074,1.936,8.34,111339,29,28.92,0.664,17,0.794,0.559,0.797,30118557,High
1226,Commercial,Rural,10051,10,Hybrid,Raft,0.812,1.894,2.068,5.42,124424,28,34.32,0.401,56,0.61,0.41,0.555,25934718,High
1227,Industrial,Urban,14679,6,Hybrid,Strip,0.566,1.442,1.947,3.2,62152,27,32.63,0.605,44,0.609,0.304,0.989,26853791,High
1228,Industrial,Semi-Urban,539,8,RCC,Raft,0.695,1.16,1.617,6.34,126278,15,33.73,0.084,44,0.846,0.328,0.846,1129509,Low
1229,Industrial,Urban,10722,9,RCC,Pile,0.853,1.731,1.029,4.25,101575,20,20.86,0.236,17,0.298,0.627,0.687,21282426,Medium
1230,Industrial,Semi-Urban,16616,13,Hybrid,Pile,0.986,1.175,2.135,4.41,100129,22,18.84,0.351,7,0.323,0.719,0.623,49909232,High
1231,Residential,Urban,18784,8,Hybrid,Strip,0.584,1.956,0.852,3.97,167754,10,31.33,0.718,28,0.475,0.522,0.611,20629289,Medium
1232,Industrial,Rural,19101,5,Steel,Pile,0.705,1.98,2.487,7.57,108036,8,27.07,0.553,20,0.798,0.948,0.978,63342521,High
1233,Commercial,Urban,16549,5,Hybrid,Raft,0.548,1.6,2.208,3.0,103825,23,34.12,0.015,38,0.253,0.756,0.71,31622449,High
1234,Residential,Semi-Urban,5296,6,Hybrid,Strip,0.621,0.936,1.941,5.63,76233,28,18.66,0.335,53,0.475,0.903,0.743,6044048,Low
1235,Commercial,Semi-Urban,5106,14,Steel,Pile,0.688,1.116,2.443,3.52,163063,9,38.69,0.94,26,0.455,0.528,0.918,9900973,Low
1236,Commercial,Rural,18167,1,Steel,Strip,0.77,1.419,1.841,6.31,27778,23,32.6,0.18,46,0.589,0.113,0.982,24131663,High
1237,Commercial,Semi-Urban,9275,13,Steel,Raft,0.615,1.822,0.896,5.08,50415,19,15.57,0.237,1,0.571,0.633,0.502,11645067,Medium
1238,Industrial,Urban,15364,11,Steel,Pile,0.614,1.022,1.751,3.17,78958,10,29.41,0.307,3,0.772,0.836,0.995,30421624,High
1239,Industrial,Rural,14693,8,RCC,Raft,0.889,0.925,1.271,5.77,166609,20,22.82,0.268,47,0.7,0.583,0.538,20107953,Medium
1240,Residential,Semi-Urban,15176,2,Steel,Pile,0.981,0.889,1.428,6.42,61572,3,21.87,0.122,11,0.922,0.611,0.918,27849817,High
1241,Residential,Semi-Urban,10957,6,RCC,Strip,0.662,1.408,1.581,4.49,45887,25,37.55,0.313,15,0.345,0.977,0.975,10282321,Low
1242,Industrial,Urban,17699,14,Steel,Pile,0.844,1.862,2.117,7.59,198123,11,35.9,0.539,24,0.546,0.43,0.781,62663965,High
1243,Commercial,Urban,16544,14,Steel,Pile,0.629,0.851,1.655,5.23,44517,11,15.24,0.675,22,0.52,0.822,0.776,25350013,High
1244,Residential,Rural,15566,9,Steel,Pile,0.964,1.055,1.607,7.5,16656,8,19.54,0.643,16,0.29,0.555,0.835,25733338,High
1245,Industrial,Semi-Urban,19395,13,Hybrid,Strip,0.836,1.632,1.313,6.47,111979,10,32.99,0.163,51,0.332,0.517,0.676,36732050,High
1246,Industrial,Urban,746,3,RCC,Pile,0.901,1.791,1.718,8.22,80840,29,36.2,0.615,41,0.469,0.231,0.583,2229749,Low
1247,Industrial,Rural,7016,2,Steel,Raft,0.525,1.769,1.222,6.28,15458,9,32.94,0.358,46,0.788,0.774,0.533,10336906,Low
1248,Commercial,Semi-Urban,17300,10,Hybrid,Strip,0.799,1.742,1.244,4.11,41619,10,28.13,0.822,50,0.32,0.841,0.941,32785803,High
1249,Industrial,Semi-Urban,13842,5,RCC,Strip,0.764,0.956,2.087,7.94,110159,10,39.61,0.362,45,0.412,0.488,0.774,19301253,Medium
1250,Industrial,Rural,16991,11,RCC,Raft,0.646,1.277,1.382,7.7,115360,18,34.93,0.977,0,0.741,0.787,0.847,21256768,Medium
1251,Industrial,Rural,9530,9,Hybrid,Strip,0.631,1.982,0.887,8.83,42772,5,26.7,0.615,20,0.677,0.623,0.666,14244854,Medium
1252,Industrial,Urban,1921,6,RCC,Pile,0.79,1.987,1.384,3.56,125232,5,29.59,0.429,56,0.284,0.332,0.904,4839404,Low
1253,Residential,Semi-Urban,13470,14,Hybrid,Strip,0.853,1.523,1.886,6.55,30609,7,16.12,0.503,35,0.955,0.931,0.675,29013237,High
1254,Residential,Semi-Urban,7783,8,Steel,Raft,0.517,1.651,2.184,5.95,86575,20,39.12,0.176,1,0.318,0.727,0.515,9385391,Low
1255,Industrial,Semi-Urban,16445,8,Hybrid,Strip,0.784,1.942,2.435,7.03,83754,20,24.07,0.68,22,0.249,0.891,0.668,48156168,High
1256,Commercial,Rural,755,7,RCC,Raft,0.585,1.34,2.069,8.88,110062,8,31.54,0.963,59,0.443,0.353,0.925,1296370,Low
1257,Residential,Urban,11519,5,RCC,Strip,0.57,0.964,1.529,6.19,45975,17,31.67,0.515,39,0.221,0.925,0.938,8906566,Low
1258,Industrial,Semi-Urban,15987,2,Steel,Raft,0.812,1.603,1.309,7.11,127183,6,16.42,0.992,58,0.225,0.428,0.967,29690661,High
1259,Residential,Rural,9529,14,Hybrid,Strip,0.655,1.952,1.02,5.08,85416,25,21.65,0.15,1,0.663,0.109,0.75,9126733,Low
1260,Residential,Semi-Urban,19846,10,Steel,Pile,0.72,1.637,1.867,4.79,192316,13,31.4,0.638,42,0.914,0.168,0.978,36401515,High
1261,Commercial,Urban,2782,10,Hybrid,Raft,0.68,1.764,1.667,5.01,80298,13,37.8,0.678,58,0.522,0.18,0.75,6110166,Low
1262,Industrial,Semi-Urban,9244,5,Hybrid,Raft,0.824,1.307,1.952,3.23,199742,13,34.47,0.312,9,0.442,0.286,0.577,21263977,Medium
1263,Industrial,Urban,18361,12,Hybrid,Strip,0.735,0.916,1.203,4.71,182253,16,29.5,0.352,42,0.932,0.268,0.751,29852492,High
1264,Commercial,Urban,10419,7,Steel,Strip,0.982,1.003,1.35,4.04,42195,2,20.81,0.945,8,0.249,0.152,0.934,16591469,Medium
1265,Commercial,Semi-Urban,13835,12,Steel,Strip,0.676,1.979,1.297,5.74,37846,5,38.72,0.612,28,0.579,0.906,0.893,23321220,High
1266,Industrial,Semi-Urban,1091,12,RCC,Pile,0.87,1.392,2.156,5.76,32664,10,25.09,0.782,25,0.402,0.845,0.717,2915337,Low
1267,Industrial,Urban,6777,7,Steel,Strip,0.629,0.814,1.091,7.59,187042,10,18.75,0.726,55,0.505,0.787,0.606,8606961,Low
1268,Commercial,Rural,2760,11,Hybrid,Raft,0.754,1.946,1.834,6.01,102649,25,15.54,0.611,35,0.529,0.531,0.791,6100484,Low
1269,Residential,Urban,11639,13,Hybrid,Strip,0.776,1.397,0.887,5.78,14236,11,38.75,0.048,59,0.636,0.483,0.966,15674952,Medium
1270,Residential,Semi-Urban,847,2,Hybrid,Pile,0.665,1.804,1.734,4.39,85794,28,34.45,0.663,28,0.563,0.483,0.589,1681994,Low
1271,Commercial,Semi-Urban,4943,7,Steel,Strip,0.736,1.458,0.909,8.11,70967,20,20.41,0.345,3,0.99,0.336,0.914,6645876,Low
1272,Residential,Rural,11588,6,RCC,Strip,0.64,0.922,1.099,3.55,163251,25,18.54,0.469,20,0.22,0.647,0.574,6258363,Low
1273,Commercial,Urban,9274,7,Steel,Raft,0.503,1.539,0.992,8.89,129955,24,38.99,0.851,32,0.806,0.153,0.96,11469992,Medium
1274,Residential,Urban,7369,11,RCC,Strip,0.608,1.997,1.389,5.86,149408,9,21.02,0.969,30,0.241,0.693,0.847,8535054,Low
1275,Residential,Urban,19922,8,Steel,Pile,0.85,0.842,1.384,4.12,69790,13,26.55,0.694,54,0.545,0.562,0.555,31620521,High
1276,Industrial,Semi-Urban,3345,4,Hybrid,Strip,0.885,1.81,2.205,5.13,182969,13,30.27,0.232,27,0.361,0.835,0.601,10072277,Low
1277,Industrial,Urban,12886,1,RCC,Strip,0.64,1.083,1.184,3.09,184264,29,16.56,0.318,35,0.956,0.975,0.963,16176924,Medium
1278,Residential,Rural,1765,8,Steel,Raft,0.704,1.273,0.947,4.0,58502,2,23.61,0.138,32,0.778,0.889,0.754,2157127,Low
1279,Residential,Semi-Urban,12945,8,Hybrid,Strip,0.519,1.247,1.826,5.01,177303,26,38.59,0.581,3,0.57,0.748,0.727,13240665,Medium
1280,Industrial,Semi-Urban,13438,3,RCC,Raft,0.619,1.879,1.969,6.33,33283,5,32.51,0.93,3,0.962,0.49,0.529,26970182,High
1281,Industrial,Urban,11659,3,RCC,Raft,0.89,1.405,1.301,3.78,132537,26,24.19,0.811,32,0.777,0.293,0.542,22035633,High
1282,Industrial,Rural,2774,5,Hybrid,Strip,0.803,1.337,1.825,7.06,52102,25,34.79,0.544,13,0.962,0.698,0.846,6335883,Low
1283,Commercial,Semi-Urban,19354,14,Hybrid,Raft,0.603,1.782,2.119,8.07,135572,5,35.93,0.941,47,0.764,0.281,0.888,41365724,High
1284,Residential,Semi-Urban,10982,3,Steel,Raft,0.629,0.859,1.391,6.43,42199,12,18.79,0.897,8,0.262,0.118,0.934,8381277,Low
1285,Industrial,Urban,19461,14,Steel,Strip,0.908,0.904,1.693,4.78,46717,20,29.66,0.361,23,0.693,0.616,0.751,40798631,High
1286,Residential,Urban,1568,5,Hybrid,Strip,0.605,0.826,1.049,3.73,99242,8,24.17,0.55,24,0.984,0.455,0.664,1753203,Low
1287,Commercial,Rural,15206,8,Steel,Pile,0.667,1.626,0.84,3.09,46073,6,27.67,0.296,6,0.371,0.888,0.813,19058492,Medium
1288,Commercial,Urban,6474,1,Hybrid,Pile,0.832,1.431,2.468,7.39,69252,18,26.73,0.009,45,0.834,0.681,0.809,24987011,High
1289,Industrial,Rural,11428,2,Hybrid,Raft,0.781,1.851,1.31,6.77,102015,8,27.6,0.451,27,0.348,0.683,0.517,23513551,High
1290,Commercial,Semi-Urban,2450,2,Steel,Raft,0.73,1.398,1.274,5.86,141088,28,28.05,0.75,4,0.562,0.809,0.969,3884568,Low
1291,Residential,Rural,19977,12,Steel,Strip,0.95,1.066,2.455,3.61,39730,21,16.73,0.634,45,0.268,0.402,0.821,28516506,High
1292,Industrial,Rural,10911,4,RCC,Pile,0.61,1.766,2.038,4.24,68643,23,19.44,0.927,12,0.472,0.962,0.503,19851650,Medium
1293,Residential,Rural,13888,9,RCC,Pile,0.871,1.153,1.795,7.89,139137,20,29.15,0.686,54,0.821,0.299,0.98,18650267,Medium
1294,Residential,Semi-Urban,18271,2,Steel,Strip,0.58,1.923,1.989,5.88,172788,25,38.4,0.141,1,0.236,0.885,0.976,22412540,High
1295,Commercial,Urban,4774,12,Steel,Strip,0.808,1.101,2.007,8.78,110975,2,33.66,0.267,57,0.456,0.92,0.973,10474348,Low
1296,Commercial,Semi-Urban,2785,14,Steel,Strip,0.935,1.001,2.098,9.0,12106,28,20.97,0.125,54,0.704,0.135,0.944,5487640,Low
1297,Commercial,Urban,19808,11,RCC,Strip,0.729,1.392,0.914,7.8,68326,10,24.04,0.795,19,0.959,0.669,0.592,26242274,High
1298,Commercial,Rural,7545,13,Steel,Pile,0.862,0.861,1.502,4.55,183528,25,23.38,0.951,11,0.396,0.774,0.989,11012794,Low
1299,Commercial,Rural,2118,12,RCC,Strip,0.91,0.844,1.302,4.39,153384,20,34.24,0.226,52,0.339,0.958,0.881,2632832,Low
1300,Industrial,Rural,11479,9,RCC,Strip,0.568,1.395,0.92,4.52,174262,6,39.3,0.766,26,0.363,0.326,0.82,8931064,Low
1301,Residential,Rural,9062,7,RCC,Pile,0.853,1.058,1.501,8.92,48042,5,23.89,0.437,6,0.389,0.606,0.971,10385748,Low
1302,Residential,Rural,12526,10,RCC,Strip,0.96,0.811,1.847,5.01,30919,16,15.37,0.355,33,0.711,0.796,0.691,15131879,Medium
1303,Residential,Urban,8343,8,Hybrid,Pile,0.788,1.155,1.103,7.24,66657,3,38.42,0.987,20,0.999,0.234,0.966,15150157,Medium
1304,Residential,Urban,10395,1,Steel,Pile,0.593,1.373,1.319,8.75,150271,23,33.83,0.346,59,0.619,0.868,0.803,15281313,Medium
1305,Commercial,Rural,12466,13,Steel,Strip,0.563,1.273,1.887,7.92,100924,4,35.86,0.661,17,0.417,0.463,0.79,12997520,Medium
1306,Residential,Semi-Urban,18232,5,Hybrid,Strip,0.63,0.963,1.785,6.59,48051,1,20.22,0.713,9,0.798,0.676,0.823,21871106,High
1307,Industrial,Semi-Urban,5789,9,Steel,Raft,0.552,1.496,2.277,4.01,145461,14,31.14,0.773,37,0.327,0.138,0.877,9446864,Low
1308,Industrial,Rural,19306,12,RCC,Raft,0.757,1.652,2.145,4.05,197266,14,20.82,0.862,57,0.224,0.301,0.722,31867970,High
1309,Residential,Urban,19312,4,Hybrid,Pile,0.535,1.611,2.442,5.95,14048,24,15.29,0.566,55,0.684,0.53,0.99,40608002,High
1310,Residential,Semi-Urban,3533,2,RCC,Pile,0.612,1.273,1.815,8.71,124085,19,18.93,0.604,38,0.368,0.36,0.544,4176874,Low
1311,Industrial,Semi-Urban,9360,6,Hybrid,Raft,0.72,0.965,1.987,8.43,64322,6,38.07,0.711,43,0.519,0.962,0.957,20784995,Medium
1312,Industrial,Semi-Urban,8313,2,RCC,Pile,0.737,1.399,2.263,4.0,36546,12,20.38,0.149,20,0.385,0.815,0.829,18721511,Medium
1313,Commercial,Rural,18298,3,Steel,Raft,0.783,1.869,2.228,4.73,69417,18,29.63,0.2,15,0.934,0.878,0.955,47838716,High
1314,Industrial,Semi-Urban,14360,14,Steel,Strip,0.853,1.362,2.022,6.53,131050,9,39.2,0.764,50,0.47,0.52,0.684,32101502,High
1315,Commercial,Semi-Urban,14794,8,Steel,Strip,0.524,1.035,1.65,5.86,58652,20,16.89,0.135,19,0.559,0.526,0.914,13983107,Medium
1316,Commercial,Semi-Urban,4121,3,Hybrid,Strip,0.54,0.912,1.264,3.72,159321,23,35.2,0.688,49,0.388,0.825,0.808,4047693,Low
1317,Commercial,Semi-Urban,17638,2,Steel,Pile,0.53,1.933,2.291,5.22,96105,25,29.94,0.032,53,0.268,0.449,0.916,29710983,High
1318,Commercial,Urban,2847,6,Hybrid,Strip,0.712,1.692,2.12,8.73,21179,13,23.08,0.338,45,0.61,0.533,0.663,7446767,Low
1319,Commercial,Rural,15382,14,RCC,Pile,0.521,1.176,2.224,8.71,136917,27,24.11,0.662,46,0.895,0.576,0.959,18830362,Medium
1320,Residential,Rural,17610,3,Steel,Strip,0.873,1.154,1.039,6.36,44058,19,15.68,0.707,39,0.481,0.646,0.962,18290582,Medium
1321,Industrial,Urban,5423,1,RCC,Pile,0.612,1.874,1.335,6.81,154203,13,21.4,0.63,23,0.825,0.685,0.737,11251864,Medium
1322,Commercial,Urban,19533,12,Steel,Pile,0.97,1.013,1.522,4.33,173805,19,25.59,0.442,46,0.226,0.713,0.7,44742224,High
1323,Industrial,Rural,16111,14,RCC,Raft,0.743,1.442,2.225,7.45,63911,19,32.92,0.255,56,0.388,0.5,0.788,27932658,High
1324,Industrial,Semi-Urban,15867,14,Hybrid,Raft,0.723,1.656,2.318,3.31,5345,21,21.87,0.613,20,0.305,0.366,0.6,39408321,High
1325,Commercial,Semi-Urban,19699,3,Steel,Raft,0.89,1.276,1.284,4.32,152611,10,29.51,0.185,43,0.522,0.928,0.748,37495970,High
1326,Residential,Rural,9566,6,Hybrid,Pile,0.857,0.848,1.967,3.04,53715,6,33.29,0.06,57,0.915,0.844,0.948,17546594,Medium
1327,Commercial,Semi-Urban,3779,3,Hybrid,Raft,0.804,1.073,0.932,5.31,108865,3,32.46,0.02,30,0.499,0.103,0.683,5219387,Low
1328,Residential,Urban,19868,9,RCC,Raft,0.968,1.882,1.496,8.1,66154,26,29.76,0.268,58,0.683,0.562,0.868,40417978,High
1329,Industrial,Semi-Urban,4307,7,Steel,Raft,0.711,1.428,1.627,8.9,166568,16,29.5,0.03,53,0.919,0.347,0.812,9073578,Low
1330,Residential,Semi-Urban,14465,14,Hybrid,Pile,0.904,1.779,2.102,7.01,111637,9,33.03,0.249,49,0.488,0.678,0.631,43009970,High
1331,Residential,Semi-Urban,16623,5,RCC,Pile,0.69,1.467,2.316,7.47,54255,17,23.39,0.289,9,0.493,0.552,0.766,26231011,High
1332,Residential,Rural,17491,2,RCC,Raft,0.919,1.932,1.373,4.58,50009,23,26.26,0.345,19,0.27,0.119,0.926,20641243,Medium
1333,Industrial,Urban,1134,9,RCC,Raft,0.63,1.891,1.697,6.12,94396,27,39.15,0.713,13,0.479,0.755,0.777,2227155,Low
1334,Industrial,Semi-Urban,13271,5,Steel,Pile,0.645,1.379,1.901,7.42,123891,9,31.72,0.441,18,0.797,0.348,0.848,28482143,High
1335,Residential,Rural,17958,7,Steel,Pile,0.839,1.182,1.359,5.98,172371,5,28.0,0.985,29,0.876,0.334,0.888,25789138,High
1336,Residential,Semi-Urban,18798,9,RCC,Raft,0.606,1.522,2.475,3.53,119473,19,29.46,0.947,56,0.778,0.129,0.525,23217588,High
1337,Commercial,Urban,14840,4,Steel,Raft,0.615,1.61,2.289,7.45,8875,29,17.61,0.982,15,0.206,0.846,0.526,29492886,High
1338,Residential,Semi-Urban,1088,9,RCC,Raft,0.653,1.398,1.304,4.32,193339,15,29.8,0.412,21,0.294,0.621,0.557,1320734,Low
1339,Commercial,Urban,3731,1,Steel,Pile,0.839,1.787,1.664,3.59,143151,10,35.91,0.044,53,0.785,0.536,0.582,11735832,Medium
1340,Residential,Semi-Urban,6851,12,Steel,Raft,0.945,1.02,1.192,5.87,17914,4,28.09,0.86,19,0.954,0.708,0.906,10333341,Low
1341,Commercial,Urban,4338,6,RCC,Pile,0.837,1.201,1.675,3.45,44877,24,19.42,0.435,5,0.756,0.411,0.718,8679983,Low
1342,Industrial,Semi-Urban,2473,2,RCC,Strip,0.914,1.624,1.962,6.78,62551,12,26.21,0.641,44,0.381,0.613,0.593,5417835,Low
1343,Residential,Urban,14846,8,Steel,Raft,0.772,1.096,0.945,6.84,20037,14,21.95,0.843,42,0.286,0.324,0.766,16436790,Medium
1344,Residential,Semi-Urban,5544,5,RCC,Strip,0.534,1.328,2.279,4.54,132702,15,23.99,0.607,32,0.902,0.157,0.882,5681392,Low
1345,Residential,Semi-Urban,10747,3,RCC,Pile,0.55,1.956,1.809,8.79,190864,19,20.63,0.737,40,0.279,0.605,0.57,12334294,Medium
1346,Residential,Rural,12172,2,RCC,Strip,0.777,1.551,2.482,7.95,49650,5,23.35,0.249,18,0.321,0.299,0.672,15023262,Medium
1347,Commercial,Rural,10771,8,RCC,Raft,0.664,1.939,0.844,3.66,23146,12,35.54,0.195,4,0.677,0.775,0.597,12161326,Medium
1348,Residential,Urban,7183,7,Steel,Strip,0.61,1.667,2.214,7.49,35428,3,33.94,0.555,6,0.352,0.507,0.823,10324567,Low
1349,Industrial,Semi-Urban,11744,9,Hybrid,Strip,0.733,1.67,2.146,5.12,46677,15,27.26,0.638,33,0.382,0.325,0.568,26415958,High
1350,Industrial,Urban,7283,8,Steel,Strip,0.833,1.51,1.026,7.5,49868,15,34.56,0.872,19,0.314,0.648,0.891,13345962,Medium
1351,Residential,Rural,6094,11,RCC,Pile,0.692,0.971,1.37,7.8,127693,12,39.39,0.821,14,0.955,0.205,0.604,6190381,Low
1352,Industrial,Urban,4322,4,RCC,Raft,0.901,1.424,2.304,3.91,120328,15,25.15,0.989,37,0.3,0.785,0.529,11445828,Medium
1353,Residential,Urban,3889,2,Steel,Pile,0.869,1.103,1.681,6.97,137894,6,39.5,0.966,0,0.945,0.507,0.955,9005054,Low
1354,Residential,Rural,6414,14,RCC,Strip,0.867,1.998,1.482,8.18,89968,28,21.15,0.624,53,0.461,0.831,0.667,9111770,Low
1355,Industrial,Semi-Urban,18664,13,Steel,Strip,0.993,1.12,2.339,4.94,88839,17,38.86,0.503,4,0.857,0.224,0.751,48296575,High
1356,Residential,Urban,4188,2,Hybrid,Pile,0.648,1.077,0.959,3.48,129290,23,36.61,0.761,33,0.96,0.444,0.55,5854651,Low
1357,Industrial,Rural,15183,2,RCC,Pile,0.822,1.549,1.604,3.16,20461,15,19.98,0.261,53,0.615,0.262,0.74,27434250,High
1358,Commercial,Semi-Urban,13580,14,Hybrid,Strip,0.928,1.413,1.909,3.66,84987,15,23.75,0.352,20,0.816,0.155,0.611,29837377,High
